time,n_views
0.18899941444396973,20
0.12300586700439453,20
0.10900068283081055,20
0.10699844360351562,20
0.15299558639526367,20
0.11600017547607422,20
0.14400100708007812,20
0.10900163650512695,20
0.16899967193603516,20
0.09999990463256836,20
0.11502814292907715,20
0.1719961166381836,20
0.13699889183044434,20
0.14100265502929688,20
0.16700482368469238,20
0.1060323715209961,20
0.09799695014953613,20
0.11000299453735352,20
0.12799596786499023,20
0.10201644897460938,20
0.1060037612915039,20
0.0990438461303711,20
0.10497689247131348,20
0.10999798774719238,20
0.10704350471496582,20
0.10208010673522949,20
0.1030278205871582,20
0.09699797630310059,20
0.13001060485839844,20
0.10200142860412598,20
0.12100791931152344,20
0.13000249862670898,20
0.10400080680847168,20
0.1469883918762207,20
0.10303068161010742,20
0.11301064491271973,20
0.10300350189208984,20
0.10793805122375488,20
0.10903239250183105,20
0.10399961471557617,20
0.10303020477294922,20
0.10900115966796875,20
0.11500024795532227,20
0.10103487968444824,20
0.1010746955871582,20
0.10600423812866211,20
0.1099996566772461,20
0.13699650764465332,20
0.13298511505126953,20
0.10202598571777344,20
0.10402822494506836,20
0.10300111770629883,20
0.10198044776916504,20
0.12400078773498535,20
0.09601688385009766,20
0.1020050048828125,20
0.0989985466003418,20
0.10299849510192871,20
0.10199928283691406,20
0.1329946517944336,20
0.10403633117675781,20
0.11294388771057129,20
0.12300324440002441,20
0.11899852752685547,20
0.10303330421447754,20
0.13999223709106445,20
0.09799695014953613,20
0.12499475479125977,20
0.1000065803527832,20
0.11000299453735352,20
0.10201120376586914,20
0.10800027847290039,20
0.09999942779541016,20
0.10100507736206055,20
0.11000895500183105,20
0.1029965877532959,20
0.10599637031555176,20
0.12100505828857422,20
0.10498929023742676,20
0.09999942779541016,20
0.11696767807006836,20
0.10203027725219727,20
0.11096692085266113,20
0.10200262069702148,20
0.11892008781433105,20
0.11002564430236816,20
0.10100054740905762,20
0.10102605819702148,20
0.10002756118774414,20
0.11299896240234375,20
0.13303375244140625,20
0.1100003719329834,20
0.11299729347229004,20
0.15500354766845703,20
0.1399974822998047,20
0.11300373077392578,20
0.1139986515045166,20
0.11599564552307129,20
0.13599133491516113,20
0.10999584197998047,20
0.10102510452270508,20
0.10203385353088379,20
0.1210019588470459,20
0.11003565788269043,20
0.12899494171142578,20
0.14499902725219727,20
0.12500286102294922,20
0.11900925636291504,20
0.13100886344909668,20
0.10104203224182129,20
0.1100006103515625,20
0.09903478622436523,20
0.11902976036071777,20
0.11099982261657715,20
0.13103485107421875,20
0.13899922370910645,20
0.09803152084350586,20
0.09900164604187012,20
0.09800028800964355,20
0.10202622413635254,20
0.09800386428833008,20
0.17200231552124023,20
0.11201333999633789,20
0.12200522422790527,20
