0.2,0.3,0.4,0.5,sample_name,encoder_loss
0.41020092368125916,0.42324402928352356,0.42190083861351013,0.3715822398662567,6c432109eee42aed3b053f623496d8f5,1.0188169479370117
0.21099554002285004,0.21691176295280457,0.2101769894361496,0.2133333384990692,a9b95631bcbefe9ad225a1c252daae25,0.24116191267967224
0.6207191944122314,0.5810564756393433,0.5208728909492493,0.46653735637664795,5d8583703889178a8bc354dd4eb23614,0.4048554599285126
0.6157804727554321,0.5835591554641724,0.5390334725379944,0.46452224254608154,8996445c6d2407c0fb5c1b0f759e2bc1,0.47846391797065735
0.46212121844291687,0.5331196784973145,0.5805626511573792,0.5706133842468262,2ef20ad4c579812571d03b466c72ce41,0.2742546498775482
0.38291457295417786,0.35731130838394165,0.34065935015678406,0.3354037404060364,63a2144cfae402149b30aa09067b7eef,0.340238481760025
0.7461928725242615,0.7611111402511597,0.7209302186965942,0.6473214030265808,2677c3793143e75766cf1b4a8fc3914e,0.17298899590969086
0.4084821343421936,0.4059775769710541,0.3832658529281616,0.3554913401603699,460cf3a75d8467d1bb579d1d8d989550,0.3995976448059082
0.2734939754009247,0.2857142984867096,0.27321428060531616,0.2633744776248932,6946f7a2a5ef851215ea536736a1eb7e,0.2844332456588745
0.4788478910923004,0.47096091508865356,0.4272409677505493,0.34495192766189575,a1b95d2e1264f6bd66ccbd11a6ef0f68,0.4088834524154663
0.210999995470047,0.19207683205604553,0.1643453985452652,0.14395688474178314,b501466a5a77f1173d2cc3e9d55f7579,1.1693336963653564
0.5157407522201538,0.495959609746933,0.4886731505393982,0.48554912209510803,fdb107ea7a600f5fe3f3aec01b086ba,0.32335364818573
0.5530776381492615,0.5736196041107178,0.5610302090644836,0.5376344323158264,a20490d0ffcd3be6e0d6812cdcf8799b,0.28613948822021484
0.48460057377815247,0.4595041275024414,0.3893912136554718,0.314012736082077,20865546e07ab8067c597cd12d99981b,0.7913351058959961
0.526980459690094,0.5567010045051575,0.5690140724182129,0.5780780911445618,464879f87b67827af268234accd8cf4e,0.2315937727689743
0.643765926361084,0.6987087726593018,0.7042253613471985,0.6581196784973145,13ea0a2ac279dbaa5e9e2656aff7dd5b,0.1408976912498474
0.5135699510574341,0.559235692024231,0.5488505959510803,0.4992319643497467,da9c541228a171b7ca8607f540cc62ba,0.2463272511959076
