time,n_views
0.3355751037597656,35
0.32799792289733887,35
0.3279099464416504,35
0.332000732421875,35
0.32300424575805664,35
0.3339998722076416,35
0.32706594467163086,35
0.33276844024658203,35
0.33400392532348633,35
0.3281123638153076,35
0.3320004940032959,35
0.33725595474243164,35
0.33905506134033203,35
0.33800458908081055,35
0.33099842071533203,35
0.3300013542175293,35
0.33600568771362305,35
0.3280034065246582,35
0.3339996337890625,35
0.37999439239501953,35
0.33698105812072754,35
0.32999706268310547,35
0.3299994468688965,35
0.33100008964538574,35
0.34900403022766113,35
0.33400392532348633,35
0.3319990634918213,35
0.33632564544677734,35
0.33499646186828613,35
0.33100461959838867,35
0.33300113677978516,35
0.33300161361694336,35
0.32900238037109375,35
0.330324649810791,35
0.32959604263305664,35
0.33347511291503906,35
0.3289976119995117,35
0.3740532398223877,35
0.32623791694641113,35
0.33300089836120605,35
0.33299946784973145,35
0.3749983310699463,35
0.32900071144104004,35
0.3349943161010742,35
0.3250007629394531,35
0.32611584663391113,35
0.33660268783569336,35
0.3379991054534912,35
0.373002290725708,35
0.3789961338043213,35
0.3340003490447998,35
0.38899803161621094,35
0.34200000762939453,35
0.3849973678588867,35
0.3379976749420166,35
0.3320019245147705,35
0.33100104331970215,35
0.3320019245147705,35
0.3410022258758545,35
0.37600159645080566,35
0.3360004425048828,35
0.33800220489501953,35
0.3960108757019043,35
0.34099888801574707,35
0.33246397972106934,35
0.3320045471191406,35
0.33458685874938965,35
0.3334963321685791,35
0.33400607109069824,35
0.4790358543395996,35
0.32799744606018066,35
0.33093905448913574,35
0.32900023460388184,35
0.34038877487182617,35
0.33103370666503906,35
0.33489990234375,35
0.33099985122680664,35
0.3339979648590088,35
0.3355519771575928,35
0.33713459968566895,35
0.3400912284851074,35
0.3314814567565918,35
0.3390042781829834,35
0.3320004940032959,35
0.3350353240966797,35
0.33200502395629883,35
0.33600831031799316,35
0.3300468921661377,35
0.3320286273956299,35
0.34000468254089355,35
0.33505749702453613,35
0.3260033130645752,35
0.33501529693603516,35
0.33800601959228516,35
0.3308141231536865,35
0.33800268173217773,35
0.3370342254638672,35
0.33008813858032227,35
0.33802008628845215,35
0.3373899459838867,35
0.32900238037109375,35
0.33811187744140625,35
0.33100342750549316,35
0.3340003490447998,35
0.3249986171722412,35
0.3370323181152344,35
0.3394913673400879,35
0.3323860168457031,35
0.32898497581481934,35
0.32734107971191406,35
0.3312337398529053,35
0.3394443988800049,35
0.332003116607666,35
0.3325798511505127,35
0.337998628616333,35
0.3320894241333008,35
0.32843780517578125,35
0.3330495357513428,35
0.32799768447875977,35
0.3317444324493408,35
0.3373525142669678,35
0.32602882385253906,35
0.33063793182373047,35
0.33100175857543945,35
