0.2,0.3,0.4,0.5,sample_name,encoder_loss,refiner_loss
0.6140275597572327,0.6072893142700195,0.5937202572822571,0.5635823607444763,6c432109eee42aed3b053f623496d8f5,0.6687469482421875,0.7203837633132935
0.5536585450172424,0.623229444026947,0.667682945728302,0.6613923907279968,a9b95631bcbefe9ad225a1c252daae25,0.15551844239234924,0.09209658950567245
0.7937672138214111,0.7708920240402222,0.7327014207839966,0.7118320465087891,5d8583703889178a8bc354dd4eb23614,0.23823624849319458,0.23091645538806915
0.6384558081626892,0.6283731460571289,0.6129032373428345,0.6075224876403809,8996445c6d2407c0fb5c1b0f759e2bc1,0.3202677071094513,0.3571617603302002
0.7405140995979309,0.7832446694374084,0.7865937352180481,0.7899860739707947,2ef20ad4c579812571d03b466c72ce41,0.16229557991027832,0.1195916160941124
0.6607369780540466,0.704827606678009,0.7473996877670288,0.7682737112045288,63a2144cfae402149b30aa09067b7eef,0.19058898091316223,0.12948153913021088
0.7384428381919861,0.7349551916122437,0.73209547996521,0.7075471878051758,2677c3793143e75766cf1b4a8fc3914e,0.1276094913482666,0.12986254692077637
0.41044774651527405,0.4371643364429474,0.4243146479129791,0.42043983936309814,460cf3a75d8467d1bb579d1d8d989550,0.30392587184906006,0.30470195412635803
0.6055846214294434,0.6441006064414978,0.6517311334609985,0.6609442234039307,6946f7a2a5ef851215ea536736a1eb7e,0.14299145340919495,0.12526249885559082
0.560869574546814,0.5623835921287537,0.5444015264511108,0.5204386711120605,a1b95d2e1264f6bd66ccbd11a6ef0f68,0.39434558153152466,0.41942399740219116
0.4617612957954407,0.5106809139251709,0.5471146702766418,0.5615686178207397,b501466a5a77f1173d2cc3e9d55f7579,0.7604044675827026,0.5392065644264221
0.7843784093856812,0.7954545617103577,0.7997698783874512,0.8060747385025024,fdb107ea7a600f5fe3f3aec01b086ba,0.133943572640419,0.12057379633188248
0.6258680820465088,0.6297297477722168,0.6405228972434998,0.6463178396224976,a20490d0ffcd3be6e0d6812cdcf8799b,0.19269543886184692,0.21426177024841309
0.4941779375076294,0.4706774652004242,0.42331933975219727,0.39393940567970276,20865546e07ab8067c597cd12d99981b,0.8072667717933655,0.8677191734313965
0.5995343327522278,0.6120150089263916,0.6015831232070923,0.5851648449897766,464879f87b67827af268234accd8cf4e,0.1602390557527542,0.18679022789001465
0.7603174448013306,0.766339898109436,0.7766666412353516,0.7804054021835327,13ea0a2ac279dbaa5e9e2656aff7dd5b,0.10887512564659119,0.11734306812286377
0.8636363744735718,0.9167927503585815,0.9617834687232971,0.9787581562995911,da9c541228a171b7ca8607f540cc62ba,0.10552316904067993,0.04137810319662094
0.8462809920310974,0.8513513803482056,0.8576388955116272,0.8476357460021973,87edb38cd76e89f5996d31205aa7f7a,0.06014800816774368,0.05818340927362442
0.34947285056114197,0.3210970461368561,0.2841011881828308,0.25668448209762573,8b59ed9a391c86cdb4910ab5b756f3ae,1.0478862524032593,1.1240687370300293
0.6111111044883728,0.6266318559646606,0.6262354254722595,0.6215962171554565,c9be9f07f5ae7c375d7629390efe0a2,0.28231629729270935,0.25774312019348145
0.8561151027679443,0.9165048599243164,0.9572301506996155,0.9688796401023865,e283e3825d66a985b87697d3904b168b,0.058184914290905,0.028328359127044678
0.695881724357605,0.7234042286872864,0.7235022783279419,0.7278177738189697,37f2f187a1582704a29fef5d2b2f3d7,0.19393950700759888,0.16573472321033478
0.7944915294647217,0.8437145948410034,0.859649121761322,0.8679471611976624,b51c1bb30371852fa325f626d0051e24,0.27771133184432983,0.1754504144191742
0.766707181930542,0.833997368812561,0.8695651888847351,0.8759018778800964,f1111840bde23096ee2723567c7709e6,0.17096303403377533,0.09673412889242172
0.8970149159431458,0.9060605764389038,0.9050536155700684,0.9051321744918823,74ebf601d9c872a7828204947d78b9af,0.055519361048936844,0.04387013986706734
0.8049450516700745,0.843478262424469,0.8629518151283264,0.8755832314491272,8ce12b6b3b451b8ad0671652a4c42f7b,0.0968831405043602,0.06403030455112457
0.974530816078186,0.981055498123169,0.9823369383811951,0.9876881241798401,db5fa6a73bbe6d35ca8607f540cc62ba,0.05765972658991814,0.02602321095764637
0.8807854056358337,0.8976945281028748,0.9069423675537109,0.9071856141090393,6ad44d7abe7492b7d89ea85a4a66c0f9,0.07168029993772507,0.05445335805416107
0.6402234435081482,0.6623067855834961,0.6807453632354736,0.6854942440986633,6da4668de7ccdd0d4d10a13d437fced6,0.18660947680473328,0.1743699610233307
0.3258427083492279,0.32387474179267883,0.32164329290390015,0.32172131538391113,5ea68e6edd123801ad75fc64c51fb188,0.6727660298347473,0.7770167589187622
0.6981595158576965,0.7045161128044128,0.7060402631759644,0.7068723440170288,2176fa9f69e5e1dcca8607f540cc62ba,0.132393479347229,0.14959612488746643
0.3494584858417511,0.34456929564476013,0.3408385217189789,0.3196457326412201,23fb92d8cc0f8ac4def547874c3364e3,0.831269383430481,0.9488122463226318
0.8384528160095215,0.8588235378265381,0.8713942170143127,0.8699878454208374,6af4383123972f2262b600da24e0965,0.12682640552520752,0.09052290767431259
0.5195035338401794,0.5009346008300781,0.47868216037750244,0.47314050793647766,43edf9f02a027ed162f11c7bf54cc1ed,0.2249659299850464,0.2228538990020752
0.3585106432437897,0.3642534017562866,0.37738096714019775,0.38528677821159363,f9fc7fc23e62986fef6c510e24348d3b,0.3274613618850708,0.3689116835594177
0.4781368672847748,0.43096646666526794,0.3907351493835449,0.36354273557662964,ec8ba88cdead53f336dafa9b6763ef3f,0.41464972496032715,0.4782573878765106
0.906862735748291,0.9535284042358398,0.9701754450798035,0.987500011920929,388c9b9f1cf24ff84e61a0c2eaaabe87,0.051018647849559784,0.024288877844810486
0.6631171107292175,0.6596173048019409,0.6460268497467041,0.6391534209251404,d583d6f23c590f3ec672ad25c77a396,0.21624527871608734,0.24111279845237732
0.7586206793785095,0.788309633731842,0.8230383992195129,0.8442906737327576,a153353168cd47869a6e43b878d5b335,0.12691089510917664,0.07793860882520676
0.41915228962898254,0.4496527910232544,0.45636364817619324,0.4554263651371002,67636e7d15d082089412a62cd6b1bf5,0.2384079247713089,0.2408989667892456
0.40669313073158264,0.39346247911453247,0.38059231638908386,0.3747508227825165,6b6cb0c71731aacc277d303e3a640f98,0.8131611347198486,0.8182933330535889
0.5361366868019104,0.5160848498344421,0.48382559418678284,0.44805195927619934,56ace4b209c9ee823bb911cbca3906a3,0.5716581344604492,0.6039091944694519
0.8596974015235901,0.8893678188323975,0.9127218723297119,0.9371165633201599,a6cbada42d1a30d0f5c7319b71bdce6e,0.10807256400585175,0.049533404409885406
0.5891340970993042,0.5811051726341248,0.5573921203613281,0.5357815623283386,fcd7a8834a7f26f15069db69b8c1c70,0.39990121126174927,0.41684502363204956
0.41612741351127625,0.37833595275878906,0.34321120381355286,0.31843265891075134,9e998a06601e9f944b2bd73664dd1844,1.0864039659500122,1.224792718887329
0.8803545236587524,0.9254658222198486,0.9580644965171814,0.9817880988121033,5c72cc06d79edd1cbbf3143b1cb6076a,0.07206642627716064,0.03054516389966011
