time,n_views
0.61704421043396,40
0.6085648536682129,40
0.6209981441497803,40
0.6195898056030273,40
0.6190140247344971,40
0.6226072311401367,40
0.6121962070465088,40
0.6248829364776611,40
0.6199870109558105,40
0.6108536720275879,40
0.620053768157959,40
0.6102628707885742,40
0.6221766471862793,40
0.6169910430908203,40
0.6200108528137207,40
0.6125438213348389,40
0.6141672134399414,40
0.6119992733001709,40
0.6159613132476807,40
0.6179921627044678,40
0.609860897064209,40
0.6111657619476318,40
0.6143021583557129,40
0.6118350028991699,40
0.6117100715637207,40
0.6128084659576416,40
0.617084264755249,40
0.6192800998687744,40
0.6299984455108643,40
0.6199986934661865,40
0.614072322845459,40
0.6223435401916504,40
0.6165499687194824,40
0.6120750904083252,40
0.6016840934753418,40
0.6230580806732178,40
1.1140029430389404,40
0.6129992008209229,40
0.6159968376159668,40
0.612680196762085,40
0.6149747371673584,40
0.61891770362854,40
0.6180310249328613,40
0.6152176856994629,40
0.6182088851928711,40
0.6107478141784668,40
0.6149137020111084,40
0.6070797443389893,40
0.6138453483581543,40
0.6090133190155029,40
0.611868143081665,40
0.616002082824707,40
0.6136763095855713,40
0.6230621337890625,40
0.6405553817749023,40
0.6212894916534424,40
0.6197233200073242,40
0.6172764301300049,40
0.6159625053405762,40
0.6210007667541504,40
0.6140220165252686,40
0.6089572906494141,40
0.6152174472808838,40
0.6199951171875,40
0.6189889907836914,40
0.6180295944213867,40
0.6089808940887451,40
0.6150147914886475,40
0.6181457042694092,40
0.6154518127441406,40
0.6254026889801025,40
0.6071500778198242,40
0.6010472774505615,40
0.6210031509399414,40
0.6148879528045654,40
0.6155486106872559,40
0.6162583827972412,40
0.6210029125213623,40
0.6210014820098877,40
0.6227221488952637,40
0.6312592029571533,40
0.6084301471710205,40
0.6174566745758057,40
0.6153824329376221,40
0.626136064529419,40
0.6198282241821289,40
0.618938684463501,40
0.6172609329223633,40
0.6098010540008545,40
0.623204231262207,40
0.6156079769134521,40
0.6239945888519287,40
0.6140255928039551,40
0.6105341911315918,40
0.6199581623077393,40
0.6237392425537109,40
0.6262786388397217,40
0.6211707592010498,40
0.6139967441558838,40
0.6250269412994385,40
0.6180069446563721,40
0.6200127601623535,40
0.6180047988891602,40
0.6290051937103271,40
0.6239995956420898,40
0.6270058155059814,40
0.625999927520752,40
0.6309986114501953,40
0.6729695796966553,40
0.681004524230957,40
0.6860020160675049,40
0.681999921798706,40
0.6220052242279053,40
0.618253231048584,40
0.6218962669372559,40
0.6350021362304688,40
0.6249983310699463,40
0.6204993724822998,40
0.6270406246185303,40
0.6857151985168457,40
0.6280343532562256,40
0.62204909324646,40
0.9989013671875,40
0.7592153549194336,40
