time,n_views
0.14529967308044434,30
0.20499539375305176,30
0.14003205299377441,30
0.14603209495544434,30
0.1399831771850586,30
0.17899537086486816,30
0.16700100898742676,30
0.16599512100219727,30
0.15397024154663086,30
0.14903664588928223,30
0.1600031852722168,30
0.14599919319152832,30
0.46253085136413574,30
0.17600107192993164,30
0.28000330924987793,30
0.22600102424621582,30
0.14199304580688477,30
0.2099912166595459,30
0.22100210189819336,30
0.1580052375793457,30
0.13797211647033691,30
0.13699793815612793,30
0.1378917694091797,30
0.19701194763183594,30
0.1400315761566162,30
0.17499923706054688,30
0.1380007266998291,30
0.14699888229370117,30
0.14100241661071777,30
0.16100168228149414,30
0.1380314826965332,30
0.1340327262878418,30
0.1440293788909912,30
0.13898944854736328,30
0.1360001564025879,30
0.14702939987182617,30
0.13596844673156738,30
0.14302873611450195,30
0.15600228309631348,30
0.15000009536743164,30
0.13496732711791992,30
0.1380019187927246,30
0.14699864387512207,30
0.14102816581726074,30
0.20199918746948242,30
0.160003662109375,30
0.13700127601623535,30
0.18600726127624512,30
0.1470034122467041,30
0.18099331855773926,30
0.14896750450134277,30
0.1440291404724121,30
0.18219256401062012,30
0.27399659156799316,30
0.16502761840820312,30
0.20300745964050293,30
0.16502714157104492,30
0.17303013801574707,30
0.1880025863647461,30
0.15900254249572754,30
0.1649937629699707,30
0.20700335502624512,30
0.14603185653686523,30
0.17000198364257812,30
0.13804006576538086,30
0.1540050506591797,30
0.1430051326751709,30
0.2720015048980713,30
0.23999714851379395,30
0.13900232315063477,30
0.13503623008728027,30
0.1399993896484375,30
0.13802838325500488,30
0.15400457382202148,30
0.15000486373901367,30
0.2440042495727539,30
0.14500117301940918,30
0.18897247314453125,30
0.16303730010986328,30
0.14603018760681152,30
0.1439807415008545,30
0.13812875747680664,30
0.141998291015625,30
0.1770009994506836,30
0.143998384475708,30
0.13499879837036133,30
0.14700675010681152,30
0.14203095436096191,30
0.20200037956237793,30
0.19400835037231445,30
0.21599841117858887,30
0.16800570487976074,30
0.34842419624328613,30
0.1665816307067871,30
0.2199997901916504,30
0.24000167846679688,30
0.19099807739257812,30
0.17503571510314941,30
0.21700406074523926,30
0.21300458908081055,30
0.23899388313293457,30
0.1849977970123291,30
0.20600414276123047,30
0.17900395393371582,30
0.14800667762756348,30
0.1660022735595703,30
0.16300249099731445,30
0.16299772262573242,30
0.1450178623199463,30
0.1889967918395996,30
0.15500402450561523,30
0.15900158882141113,30
0.15900135040283203,30
0.16100120544433594,30
0.1730809211730957,30
0.19900059700012207,30
0.1699986457824707,30
0.1499943733215332,30
0.15900039672851562,30
0.14999747276306152,30
0.13592004776000977,30
0.14998841285705566,30
0.16200542449951172,30
0.16800236701965332,30
