0.2,0.3,0.4,0.5,sample_name,encoder_loss
0.361894816160202,0.35026848316192627,0.3247631788253784,0.2949780523777008,6c432109eee42aed3b053f623496d8f5,1.1223394870758057
0.11851851642131805,0.11552346497774124,0.1265822798013687,0.125,a9b95631bcbefe9ad225a1c252daae25,0.370863139629364
0.6537190079689026,0.6030741333961487,0.538316011428833,0.47302505373954773,5d8583703889178a8bc354dd4eb23614,0.3786450922489166
0.5237258076667786,0.46875,0.4037383198738098,0.36234626173973083,8996445c6d2407c0fb5c1b0f759e2bc1,0.5779383182525635
0.390625,0.37729358673095703,0.37277352809906006,0.3470507562160492,2ef20ad4c579812571d03b466c72ce41,0.3689362406730652
0.29605963826179504,0.31846344470977783,0.3352435529232025,0.34375,63a2144cfae402149b30aa09067b7eef,0.428207665681839
0.7001209259033203,0.6924118995666504,0.6086331009864807,0.5043859481811523,2677c3793143e75766cf1b4a8fc3914e,0.22449210286140442
0.3285714387893677,0.3222094476222992,0.3242236077785492,0.31557923555374146,460cf3a75d8467d1bb579d1d8d989550,0.432586669921875
0.2482566237449646,0.2537313401699066,0.2619926333427429,0.27559053897857666,6946f7a2a5ef851215ea536736a1eb7e,0.3477531969547272
0.42707422375679016,0.3951367735862732,0.3351893126964569,0.2967289686203003,a1b95d2e1264f6bd66ccbd11a6ef0f68,0.441037118434906
0.11408016085624695,0.10298420488834381,0.08167202770709991,0.06858710199594498,b501466a5a77f1173d2cc3e9d55f7579,1.2210617065429688
0.4752964377403259,0.48986485600471497,0.47847479581832886,0.4465894401073456,fdb107ea7a600f5fe3f3aec01b086ba,0.3706396222114563
0.49007219076156616,0.48592284321784973,0.47865167260169983,0.45659929513931274,a20490d0ffcd3be6e0d6812cdcf8799b,0.36016806960105896
0.42794546484947205,0.4026954174041748,0.36463767290115356,0.31376147270202637,20865546e07ab8067c597cd12d99981b,0.8801764845848083
0.418160080909729,0.44581618905067444,0.42690059542655945,0.40735068917274475,464879f87b67827af268234accd8cf4e,0.36557573080062866
0.6435897350311279,0.6799409985542297,0.7140522599220276,0.7110726833343506,13ea0a2ac279dbaa5e9e2656aff7dd5b,0.14873526990413666
0.5354838967323303,0.4898844063282013,0.40422323346138,0.3364928960800171,da9c541228a171b7ca8607f540cc62ba,0.3103519380092621
0.6764705777168274,0.7272727489471436,0.7247386574745178,0.7034990787506104,87edb38cd76e89f5996d31205aa7f7a,0.14184004068374634
0.1327855885028839,0.105750672519207,0.0678824707865715,0.03650058060884476,8b59ed9a391c86cdb4910ab5b756f3ae,1.5810608863830566
0.43342268466949463,0.44545453786849976,0.4437299072742462,0.44144144654273987,c9be9f07f5ae7c375d7629390efe0a2,0.43885406851768494
0.49504950642585754,0.5150079131126404,0.5016891956329346,0.47330960631370544,e283e3825d66a985b87697d3904b168b,0.22266995906829834
0.44859811663627625,0.4322132170200348,0.3923267424106598,0.35917311906814575,37f2f187a1582704a29fef5d2b2f3d7,0.374554842710495
0.5440729260444641,0.5398428440093994,0.530994176864624,0.4892857074737549,b51c1bb30371852fa325f626d0051e24,0.36753830313682556
0.41647598147392273,0.3976377844810486,0.3617021143436432,0.32300883531570435,f1111840bde23096ee2723567c7709e6,0.4158930480480194
0.6623831987380981,0.7071524858474731,0.7140696048736572,0.6761904954910278,74ebf601d9c872a7828204947d78b9af,0.17807334661483765
0.7111399173736572,0.6995581984519958,0.6506211161613464,0.6054750680923462,8ce12b6b3b451b8ad0671652a4c42f7b,0.17849397659301758
