0.2,0.3,0.4,0.5,sample_name,encoder_loss
0.4554385840892792,0.30602747201919556,0.2000502645969391,0.15291698276996613,scan56,2.206263303756714
0.11184889823198318,0.03528009355068207,0.0007944914977997541,0.0,scan49,3.3324317932128906
0.12019022554159164,0.06300035119056702,0.05273613706231117,0.048117540776729584,scan3,4.234731197357178
0.17996414005756378,0.12951357662677765,0.10325048118829727,0.09168025851249695,scan46,2.4334278106689453
0.15781860053539276,0.05285843834280968,0.016179541125893593,0.007749792188405991,scan64,3.1276750564575195
0.2071392685174942,0.11894509941339493,0.04542599990963936,0.007500551640987396,scan8,3.4495043754577637
0.22074146568775177,0.19652406871318817,0.1754075139760971,0.14373642206192017,scan16,2.1952338218688965
0.17063990235328674,0.017721036449074745,0.004987033549696207,0.0020504407584667206,scan66,3.671315908432007
0.16273584961891174,0.11420708894729614,0.08228782564401627,0.0504169836640358,scan59,2.409014940261841
0.11402789503335953,0.04394378885626793,0.03466854244470596,0.028138527646660805,scan99,3.361382007598877
0.028577178716659546,0.005943071562796831,0.002721088472753763,0.0014245014172047377,scan73,2.747624397277832
0.0695166289806366,0.038520801812410355,0.015154795721173286,0.005296844057738781,scan127,5.48793888092041
