0.2,0.3,0.4,0.5,sample_name,encoder_loss,refiner_loss
0.4086311459541321,0.4014732837677002,0.384371280670166,0.37430644035339355,6c432109eee42aed3b053f623496d8f5,1.1928019523620605,1.225755214691162
0.3435251712799072,0.3701149523258209,0.3598901033401489,0.35256409645080566,a9b95631bcbefe9ad225a1c252daae25,0.1992540806531906,0.16977132856845856
0.6952789425849915,0.6809871792793274,0.6273764371871948,0.5508390665054321,5d8583703889178a8bc354dd4eb23614,0.3522094488143921,0.32008951902389526
0.6113945841789246,0.5926940441131592,0.5439093708992004,0.5062082409858704,8996445c6d2407c0fb5c1b0f759e2bc1,0.44277697801589966,0.43918758630752563
0.5346534848213196,0.572429895401001,0.5704960823059082,0.5411931872367859,2ef20ad4c579812571d03b466c72ce41,0.25683051347732544,0.24661481380462646
0.3278837502002716,0.33876222372055054,0.34343433380126953,0.33753502368927,63a2144cfae402149b30aa09067b7eef,0.37523841857910156,0.3502453863620758
0.7719072103500366,0.765753448009491,0.7284482717514038,0.7031019330024719,2677c3793143e75766cf1b4a8fc3914e,0.1494147628545761,0.1423076093196869
0.3878968358039856,0.40489432215690613,0.4069627821445465,0.39715394377708435,460cf3a75d8467d1bb579d1d8d989550,0.3678053021430969,0.34999576210975647
0.36119404435157776,0.3559027910232544,0.32673266530036926,0.29525861144065857,6946f7a2a5ef851215ea536736a1eb7e,0.24210713803768158,0.2538735568523407
0.5208333134651184,0.5345911979675293,0.4819819927215576,0.4100467264652252,a1b95d2e1264f6bd66ccbd11a6ef0f68,0.37167423963546753,0.3808835744857788
0.20756757259368896,0.18972080945968628,0.18214285373687744,0.16356588900089264,b501466a5a77f1173d2cc3e9d55f7579,1.1877503395080566,1.2567846775054932
0.6329734921455383,0.6532769799232483,0.6259542107582092,0.6104190349578857,fdb107ea7a600f5fe3f3aec01b086ba,0.2469242364168167,0.2302447259426117
0.5673505663871765,0.5830078125,0.5935828685760498,0.5940023064613342,a20490d0ffcd3be6e0d6812cdcf8799b,0.2626447379589081,0.2624058127403259
0.3870029151439667,0.33709070086479187,0.29964953660964966,0.25691455602645874,20865546e07ab8067c597cd12d99981b,0.9605979323387146,0.9799930453300476
0.5050607323646545,0.5510203838348389,0.5778894424438477,0.5900276899337769,464879f87b67827af268234accd8cf4e,0.23393981158733368,0.2185335010290146
0.664893627166748,0.6866952776908875,0.6875,0.6834415793418884,13ea0a2ac279dbaa5e9e2656aff7dd5b,0.13372498750686646,0.12903092801570892
0.6283391118049622,0.6724367737770081,0.6818851232528687,0.6604938507080078,da9c541228a171b7ca8607f540cc62ba,0.17744824290275574,0.17619982361793518
0.7539797425270081,0.8078740239143372,0.8355704545974731,0.847517728805542,87edb38cd76e89f5996d31205aa7f7a,0.08211275935173035,0.07668937742710114
0.23727351427078247,0.20212766528129578,0.16804124414920807,0.13315217196941376,8b59ed9a391c86cdb4910ab5b756f3ae,1.3352742195129395,1.4161993265151978
0.4667282700538635,0.46987950801849365,0.466092586517334,0.45495495200157166,c9be9f07f5ae7c375d7629390efe0a2,0.4496273398399353,0.456730455160141
