,nothing,maximized,corrected,all
0,0.06765523632993513,0.06765523632993513,0.7808310991957105,0.7808310991957105
1,0.0684931506849315,0.17926565874730022,0.7103559870550162,0.7103559870550162
2,0.10313447927199192,0.1151618398637138,0.6052852348993288,0.6052852348993288
3,0.05965241897604509,0.12574850299401197,0.6881405563689604,0.6881405563689604
4,0.12537060567556121,0.13111962537249894,0.6326187473728457,0.6326187473728457
5,0.08712121212121213,0.09909047391096218,0.7007415254237288,0.7007415254237288
6,0.04,0.10256410256410256,0.6272522522522522,0.6336913510457886
7,0.023670793882010197,0.0803228285933897,0.3617021276595745,0.37365853658536585
8,0.1338709677419355,0.15577476366625564,0.44576030317385124,0.44576030317385124
9,0.06852791878172589,0.06852791878172589,0.8449438202247191,0.8449438202247191
10,0.05424445227192674,0.06361051883439943,0.687616909839132,0.687616909839132
11,0.06441872169099144,0.07908163265306123,0.744954128440367,0.744954128440367
12,0.04087193460490463,0.0657632522917497,0.6172972972972973,0.6172972972972973
13,0.16264521894548703,0.171017101710171,0.7398068669527897,0.7398068669527897
14,0.13760276936391172,0.14753382802269752,0.758819756254009,0.758819756254009
15,0.05034612964128383,0.058003169572107764,0.6918114143920595,0.6918114143920595
16,0.0807006568658117,0.0943934114665822,0.742409402546523,0.742409402546523
17,0.07740213523131673,0.09444193402620876,0.6241488878801634,0.6241488878801634
18,0.048594377510040164,0.11438326931284677,0.6010709504685409,0.6010709504685409
19,0.010036130068245684,0.08401551055579491,0.6238003838771593,0.6238003838771593
20,0.09325681492109039,0.10836363636363637,0.49259092950157163,0.5731187884524372
21,0.07899382171226832,0.10733695652173914,0.5103004291845493,0.5103004291845493
22,0.16121403232163972,0.16719492868462757,0.5836206896551724,0.5836206896551724
23,0.06913183279742766,0.07998375964271214,0.6381226842321943,0.6381226842321943
24,0.22138047138047137,0.22138047138047137,0.75254730713246,0.75254730713246
25,0.17210440456769985,0.22506393861892582,0.75254730713246,0.75254730713246
26,0.2300509337860781,0.2300509337860781,0.75254730713246,0.75254730713246
27,0.09046563192904657,0.09094942324755989,0.7129210658622424,0.7129210658622424
28,0.12780162136385312,0.12780162136385312,0.6287878787878788,0.6287878787878788
29,0.013263525305410123,0.0832089552238806,0.40408017179670724,0.5223127667830811
30,0.08356218124754806,0.11370967741935484,0.6988636363636364,0.6988636363636364
31,0.06369731800766283,0.0914004914004914,0.643279797125951,0.643279797125951
32,0.08111285266457681,0.08793375394321766,0.6291618828932262,0.6291618828932262
33,0.13260530421216848,0.19867914144193727,0.7371794871794872,0.7371794871794872
34,0.09192200557103064,0.09192200557103064,0.6949152542372882,0.6949152542372882
35,0.14960332451832262,0.20181674565560823,0.7334152334152334,0.7334152334152334
36,0.13197211155378485,0.17711030554117038,0.6622899159663865,0.6622899159663865
37,0.15858725761772854,0.16504178272980502,0.7021645021645022,0.7021645021645022
38,0.11764705882352941,0.17673716012084592,0.6851063829787234,0.6851063829787234
39,0.06647763074984248,0.08043408873284393,0.5354044220542961,0.5354044220542961
40,0.07692307692307693,0.1260245901639344,0.7808310991957105,0.7808310991957105
41,0.10714285714285714,0.11764705882352941,0.5759023354564756,0.5759023354564756
42,0.08382449246889326,0.09168865435356201,0.5087196937473416,0.5087196937473416
43,0.11533505154639176,0.12548764629388817,0.6048517520215634,0.625
44,0.06945540647198106,0.1016260162601626,0.5724789915966386,0.5724789915966386
45,0.11202635914332784,0.1243753470294281,0.6957104557640751,0.6957104557640751
46,0.04780453257790368,0.09673832468495182,0.4392638036809816,0.4392638036809816
47,0.0379746835443038,0.07351460221550855,0.5105920695274307,0.5339216767788196
48,0.06474820143884892,0.08208707211698239,0.4435483870967742,0.4435483870967742
49,0.0646510131875201,0.07432651736449204,0.5869812393405344,0.5869812393405344
50,0.016129032258064516,0.06140022463496818,0.5172413793103449,0.5172413793103449
51,0.089058524173028,0.089058524173028,0.39715681919147044,0.39715681919147044
52,0.05504587155963303,0.08731924360400445,0.10939012584704744,0.11668696711327649
53,0.0037735849056603774,0.06950028719126938,0.4635036496350365,0.4635036496350365
54,0.12582056892778992,0.12582056892778992,0.6719745222929936,0.6719745222929936
55,0.08341915550978372,0.08977900552486189,0.7777196652719666,0.7777196652719666
56,0.0766847405112316,0.09794628751974724,0.7169297768100164,0.7169297768100164
57,0.07510885341074021,0.07667151162790697,0.6339285714285714,0.6339285714285714
58,0.010834236186348862,0.13022410660205935,0.43620364550597107,0.43620364550597107
59,0.07569141193595343,0.12652439024390244,0.5106936416184971,0.5106936416184971
60,0.06490264603095357,0.11500261369576581,0.7042337507453786,0.7042337507453786
61,0.037018996590355575,0.15268002165674066,0.7078833693304536,0.7078833693304536
62,0.1130890052356021,0.13145290047897817,0.5192857142857142,0.5192857142857142
63,0.017220172201722016,0.13029612756264236,0.6150159744408946,0.6150159744408946
64,0.10128495842781557,0.14319340918007062,0.47969486201480815,0.47969486201480815
65,0.07131079967023908,0.09755067567567567,0.3253939171857823,0.3253939171857823
66,0.03843255463451394,0.06987577639751552,0.2278634028407374,0.24023199023199024
67,0.03587962962962963,0.07228434504792332,0.19665271966527198,0.20831979200519987
68,0.09300508010941774,0.18920068027210885,0.6552048987282147,0.6552048987282147
69,0.08953168044077135,0.09632709632709632,0.533724340175953,0.533724340175953
70,0.11202976436544027,0.18397887323943662,0.6929824561403509,0.6929824561403509
71,0.08152492668621701,0.08662345315262228,0.4408461739357535,0.4408461739357535
72,0.0891123439667129,0.10754583921015515,0.6721457130164371,0.6721457130164371
73,0.09116674539442607,0.10104861773117255,0.5306841046277666,0.5306841046277666
74,0.12255148166750376,0.12255148166750376,0.6085124315212811,0.6085124315212811
75,0.09844322344322344,0.12050443717888837,0.58777633289987,0.58777633289987
76,0.03983596953719976,0.05466428995840761,0.27324561403508774,0.43712871287128713
77,0.10175202156334232,0.11756664388243336,0.4622307062994273,0.4622307062994273
78,0.10192407696307852,0.13013333333333332,0.4622307062994273,0.4622307062994273
79,0.1133076181292189,0.14704421261798312,0.6052803129074316,0.6052803129074316
80,0.08345393150024119,0.14826175869120656,0.4652014652014652,0.4652014652014652
81,0.09585289514866979,0.10449526813880126,0.6187268440552375,0.6187268440552375
82,0.07993124194241513,0.1289308176100629,0.4780342516753537,0.4780342516753537
83,0.10321771834517342,0.15082824760244115,0.5913154533844189,0.5913154533844189
84,0.14352840666381889,0.14352840666381889,0.5291851851851852,0.5291851851851852
85,0.15438906043228937,0.15438906043228937,0.5331760542612799,0.5331760542612799
86,0.15321477428180574,0.15321477428180574,0.6015252621544328,0.6015252621544328
87,0.08166058394160584,0.12690114068441063,0.559447983014862,0.559447983014862
88,0.08560945780676722,0.0909463334698894,0.5609619686800895,0.5609619686800895
89,0.08298407376362113,0.10427350427350428,0.37006427915518825,0.37006427915518825
90,0.10075949367088607,0.10075949367088607,0.753781512605042,0.753781512605042
91,0.12815533980582525,0.13365853658536586,0.5796628602501359,0.5796628602501359
92,0.13191990577149587,0.13191990577149587,0.5977245022348638,0.5977245022348638
93,0.1389541715628672,0.1389541715628672,0.6568898727172109,0.6568898727172109
94,0.06216423637759018,0.08096849778703463,0.5258162490508732,0.5258162490508732
95,0.14848365498227648,0.14848365498227648,0.5823557015485687,0.5823557015485687
96,0.1242876526458616,0.12520369364475828,0.5638108780661216,0.5638108780661216
97,0.08139534883720931,0.1291390728476821,0.6944444444444444,0.6944444444444444
98,0.07661612130885874,0.1102880658436214,0.5675010258514567,0.5675010258514567
99,0.08727539420608728,0.08727539420608728,0.5947995666305526,0.5947995666305526
100,0.06456241032998565,0.07225433526011561,0.6492498706673564,0.6492498706673564
101,0.0744954128440367,0.11373145682769113,0.535601543318134,0.535601543318134
102,0.05732261447046487,0.07997143877186719,0.7719523962688968,0.7719523962688968
103,0.0794291033198883,0.08820769471379418,0.651704940848991,0.651704940848991
104,0.06910688140556369,0.10402177199879044,0.7281198003327787,0.7281198003327787
105,0.09167148640832852,0.09866123399301513,0.6627056672760512,0.6627056672760512
106,0.07180629000834957,0.09652619589977221,0.5957792207792207,0.5957792207792207
107,0.0712915601023018,0.10776859504132232,0.6183013144590496,0.6183013144590496
108,0.07097288676236045,0.11668514412416851,0.6161242603550295,0.6161242603550295
109,0.049518112329677635,0.12866333095067906,0.7552693208430913,0.7552693208430913
110,0.09698345767109957,0.1077628562070095,0.5614127569847127,0.6036816459122902
